id	cluster_name	infomap	central_concept	concepticon_id	concepticon_gloss	family_frequency	language_frequency	word_frequency
445	infomap_39_BARK	39	BARK	1480	BODY	90	1185	1370
446	infomap_39_BARK	39	BARK	2373	SKIN (OF FRUIT)	19	128	146
447	infomap_65_FISH	65	FISH	2456	LARGE WILD HERBIVORE	1	178	190
448	infomap_111_MILK	111	MILK	796	NIPPLE	61	334	410
449	infomap_32_HAND	32	HAND	1183	PALM OF HAND	79	755	858
450	infomap_1_GIVE	1	GIVE	2064	SCATTER (SEEDS)	2	178	212
451	infomap_2_SEED	2	SEED	1768	FOAM	78	682	918
452	infomap_6_TALL	6	TALL	1591	UP	80	502	731
453	infomap_35_IMMEDIATELY	35	IMMEDIATELY	2482	TOGETHER	23	269	339
454	infomap_7_SPEAK	7	SPEAK	1675	PROMISE	60	477	563
455	infomap_128_MARKET	128	MARKET	1469	WEEK	60	446	484
456	infomap_108_BRIDGE	108	BRIDGE	2084	ROPE (CLASSIFIER)	3	34	34
457	infomap_75_PATH	75	PATH	667	ROAD	83	903	1057
458	infomap_170_RINGWORM	170	RINGWORM	3173	TINEA	4	51	55
459	infomap_26_PERSON	26	PERSON	1332	NEIGHBOUR	54	333	400
460	infomap_19_CHIEFTAIN	19	CHIEFTAIN	1306	QUEEN	37	256	311
461	infomap_1_GIVE	1	GIVE	1571	SELL	79	928	1013
462	infomap_2_SEED	2	SEED	135	BOOMERANG	9	186	198
463	infomap_39_BARK	39	BARK	2830	OYSTERS	1	28	31
464	infomap_108_BRIDGE	108	BRIDGE	1464	LADDER	71	585	668
465	infomap_62_FIFTY	62	FIFTY	1718	SIXTY	25	312	319
466	infomap_42_HOW	42	HOW	1239	HOW	91	989	1169
467	infomap_101_CUT (WITH SCISSORS)	101	CUT (WITH SCISSORS)	242	COST	1	9	9
468	infomap_111_MILK	111	MILK	1592	CHEST	96	1411	1711
469	infomap_31_HOUSE	31	HOUSE	2100	THATCH OR ROOF	26	169	183
470	infomap_1_GIVE	1	GIVE	24	PRAY	61	439	565
471	infomap_7_SPEAK	7	SPEAK	2898	CONVEY (A MESSAGE)	19	103	128
472	infomap_72_MUTE	72	MUTE	1653	BLIND	81	887	1020
473	infomap_71_BAD	71	BAD	45	EVIL	23	362	408
474	infomap_1_GIVE	1	GIVE	2362	BRAN	1	62	66
475	infomap_89_WOLF	89	WOLF	2776	WILD GOOSE	1	57	58
476	infomap_1_GIVE	1	GIVE	2231	CORRECT (SOMETHING OR SOMEBODY)	1	45	47
477	infomap_11_CLOTH	11	CLOTH	1600	SKIRT	62	547	625
478	infomap_1_GIVE	1	GIVE	1308	DOUBT	42	327	422
479	infomap_47_NECKLACE	47	NECKLACE	1029	JEWEL	25	229	328
480	infomap_1_GIVE	1	GIVE	3264	TRIVET	1	8	8
481	infomap_79_BIRD	79	BIRD	1854	SPARROW	4	168	180
482	infomap_1_GIVE	1	GIVE	119	DIVE	67	421	488
483	infomap_106_VULTURE	106	VULTURE	307	HAWK	57	556	661
484	infomap_29_BAT	29	BAT	3017	MONITOR LIZARD	5	161	172
485	infomap_8_MIND	8	MIND	1583	BRAIN	82	1060	1153
486	infomap_62_FIFTY	62	FIFTY	1717	FIFTY	27	328	335
487	infomap_13_RED	13	RED	1958	UNRIPE	60	471	664
488	infomap_48_SHOULDER	48	SHOULDER	234	PADDLE	85	740	819
489	infomap_38_HARD	38	HARD	1884	HARD	76	871	1016
490	infomap_121_BODY LOUSE	121	BODY LOUSE	311	BODY LOUSE	25	150	157
491	infomap_23_HOOK	23	HOOK	338	RAKE	40	343	446
492	infomap_44_FOOD	44	FOOD	2775	FORENOON	3	38	44
493	infomap_1_GIVE	1	GIVE	1827	HARVEST CROPS	2	13	15
494	infomap_44_FOOD	44	FOOD	2106	MALE PERSON	2	193	223
495	infomap_1_GIVE	1	GIVE	782	DEFEAT	45	352	423
496	infomap_58_MOUNTAIN	58	MOUNTAIN	961	PEBBLES	16	54	65
497	infomap_1_GIVE	1	GIVE	1452	PUSH	104	1470	1804
498	infomap_15_LOW	15	LOW	1267	NARROW	92	946	1131
499	infomap_1_GIVE	1	GIVE	2044	PERSIMMON	3	82	90
500	infomap_53_HEAD	53	HEAD	1943	CROWN (OF HEAD)	14	55	70
501	infomap_1_GIVE	1	GIVE	1087	CONCEIVE	49	281	329
502	infomap_6_TALL	6	TALL	1676	ALWAYS	72	648	839
503	infomap_18_END (OF SPACE)	18	END (OF SPACE)	1942	NEAR	111	1637	1959
504	infomap_41_TWO	41	TWO	1859	THIRD	54	443	478
505	infomap_1_GIVE	1	GIVE	1463	DRUNK	64	466	562
506	infomap_1_GIVE	1	GIVE	333	PLAIT	4	83	84
507	infomap_126_NUMBER	126	NUMBER	599	DRIVER'S LICENSE	17	28	36
508	infomap_1_GIVE	1	GIVE	764	SUIT	1	93	149
509	infomap_103_PINE	103	PINE	287	CONE	17	24	28
510	infomap_1_GIVE	1	GIVE	1336	EAT	193	2541	3267
511	infomap_51_FOG	51	FOG	1489	CLOUD	163	2238	2648
512	infomap_116_MILL	116	MILL	2061	BUDDHA	1	9	9
513	infomap_77_STINKING	77	STINKING	376	FRAGRANT	58	489	606
514	infomap_105_AMOUNT	105	AMOUNT	2994	SUPPORT (OF OBJECT)	18	98	124
515	infomap_96_NETBAG	96	NETBAG	388	FISHNET	67	461	546
516	infomap_1_GIVE	1	GIVE	910	DEATH	21	309	341
517	infomap_78_JAW	78	JAW	798	JAW	87	763	898
518	infomap_9_GOOD	9	GOOD	2410	GOOD-LOOKING	19	143	211
519	infomap_5_TREE	5	TREE	878	HELL	46	264	308
520	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1063	NEPHEW	61	400	569
521	infomap_1_GIVE	1	GIVE	93	DRAW MILK	56	535	602
522	infomap_164_BAG	164	BAG	2951	POUCH	21	109	132
523	infomap_8_MIND	8	MIND	1162	INTENTION	44	272	453
524	infomap_70_NOTHING	70	NOTHING	2046	APRON	5	185	205
525	infomap_1_GIVE	1	GIVE	1170	TRAP (CATCH)	44	277	334
526	infomap_1_GIVE	1	GIVE	2472	SUCKLE (BREASTFEED, NURSE)	1	7	7
527	infomap_6_TALL	6	TALL	2277	WHOLE	2	13	25
528	infomap_57_PRICE	57	PRICE	3024	BRIDE PRICE	3	72	86
529	infomap_1_GIVE	1	GIVE	1840	BUILD	72	696	847
530	infomap_1_GIVE	1	GIVE	1841	SUSPECT	41	274	343
531	infomap_31_HOUSE	31	HOUSE	408	MEN'S HOUSE	21	166	174
532	infomap_1_GIVE	1	GIVE	1762	STONE (OF FRUIT)	2	87	87
533	infomap_42_HOW	42	HOW	2278	PERHAPS	1	8	8
534	infomap_1_GIVE	1	GIVE	131	FESTIVAL	3	106	110
535	infomap_1_GIVE	1	GIVE	1387	ARRIVE	79	773	1046
536	infomap_17_VINE	17	VINE	276	BANISTERIUM	12	43	47
537	infomap_129_LOCK	129	LOCK	1012	LATCH	34	261	332
538	infomap_46_SOFT	46	SOFT	1564	LAZY	82	898	1079
539	infomap_1_GIVE	1	GIVE	2979	WALK (MANNER)	16	97	118
540	infomap_6_TALL	6	TALL	2239	DENSE	20	142	161
541	infomap_86_PEPPER	86	PEPPER	2161	HEMP CLOTH	1	9	9
542	infomap_1_GIVE	1	GIVE	1249	SPIKE	1	50	52
543	infomap_1_GIVE	1	GIVE	2324	GET WET	2	125	160
544	infomap_152_COLLARED PECCARY	152	COLLARED PECCARY	435	COLLARED PECCARY	22	81	86
545	infomap_76_GOAT	76	GOAT	3314	LYNX	2	69	93
546	infomap_1_GIVE	1	GIVE	2220	MOVE QUICKLY	3	104	113
547	infomap_26_PERSON	26	PERSON	1325	FRIEND	89	833	1125
548	infomap_45_CAT	45	CAT	143	HUMID	1	8	9
549	infomap_27_FUR	27	FUR	2005	MASK	13	45	50
550	infomap_12_TIME	12	TIME	1789	AGE	60	524	749
551	infomap_119_AT FIRST	119	AT FIRST	728	FIRST	80	626	791
552	infomap_1_GIVE	1	GIVE	1904	DROWN	23	118	124
553	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	2690	UNCLE (HUSBAND OF FATHER'S SISTER)	1	65	67
554	infomap_80_OTHER	80	OTHER	2919	STILL (CONTINUING)	20	123	147
555	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1759	OLDER BROTHER	93	1095	1252
556	infomap_31_HOUSE	31	HOUSE	279	THATCH	54	510	561
557	infomap_40_CIRCLE	40	CIRCLE	1467	CIRCLE	62	417	525
558	infomap_2_SEED	2	SEED	60	OAT	30	315	392
559	infomap_11_CLOTH	11	CLOTH	474	DRESS	60	293	356
560	infomap_30_KNIFE	30	KNIFE	677	AXE	102	1411	1795
561	infomap_1_GIVE	1	GIVE	984	WORK (LABOUR)	82	986	1200
562	infomap_9_GOOD	9	GOOD	1404	STRAIGHT	102	1338	1534
563	infomap_1_GIVE	1	GIVE	121	SPIN	64	578	744
564	infomap_1_GIVE	1	GIVE	297	CROOKED	70	628	770
565	infomap_1_GIVE	1	GIVE	1116	DAMAGE	32	136	161
566	infomap_3_THAT	3	THAT	817	THEY	114	1616	2072
567	infomap_5_TREE	5	TREE	906	TREE	193	2551	3327
568	infomap_1_GIVE	1	GIVE	1280	FALL	120	1546	2053
569	infomap_100_LIGHTNING	100	LIGHTNING	1150	THUNDER	98	1414	1646
570	infomap_62_FIFTY	62	FIFTY	1716	FORTY	25	323	336
571	infomap_1_GIVE	1	GIVE	1634	HUNDRED	74	1079	1144
572	infomap_1_GIVE	1	GIVE	1879	DANCE	101	1382	1775
573	infomap_24_MOUTH	24	MOUTH	442	FRONT TOOTH (INCISOR)	16	68	71
574	infomap_74_I	74	I	2637	WE TWO (INCLUSIVE)	8	208	214
575	infomap_142_PROUD	142	PROUD	174	PROUD	48	335	427
576	infomap_1_GIVE	1	GIVE	3057	FLAIL	1	42	42
577	infomap_27_FUR	27	FUR	2648	HAIR (HEAD)	81	836	1030
578	infomap_1_GIVE	1	GIVE	1181	PALM TREE	46	358	440
579	infomap_70_NOTHING	70	NOTHING	1624	EMPTY	81	972	1135
580	infomap_117_PIG	117	PIG	2769	PORK	4	57	58
581	infomap_13_RED	13	RED	837	BLUE	85	834	968
582	infomap_48_SHOULDER	48	SHOULDER	1994	COLLARBONE	47	272	295
583	infomap_62_FIFTY	62	FIFTY	2451	FOURTEEN	7	153	154
584	infomap_114_EAST	114	EAST	1598	NORTH	66	643	707
585	infomap_1_GIVE	1	GIVE	1563	PYTHON	5	183	193
586	infomap_1_GIVE	1	GIVE	1156	OPEN	86	1003	1399
587	infomap_1_GIVE	1	GIVE	3049	COURAGE	1	47	47
588	infomap_1_GIVE	1	GIVE	2670	ACROSS	3	19	20
589	infomap_131_CHURCH	131	CHURCH	911	TEMPLE	46	352	504
590	infomap_1_GIVE	1	GIVE	1929	STUDY	50	319	413
591	infomap_54_CALL	54	CALL	298	SHRIEK	48	287	355
592	infomap_72_MUTE	72	MUTE	1518	STUPID	70	570	839
593	infomap_47_NECKLACE	47	NECKLACE	1346	THROAT	89	987	1167
594	infomap_16_RIVER	16	RIVER	1547	SOUP	71	680	827
595	infomap_17_VINE	17	VINE	1379	TELEPHONE	22	37	45
596	infomap_2_SEED	2	SEED	2317	SISTER-IN-LAW	3	33	37
597	infomap_78_JAW	78	JAW	1510	CHIN	110	1427	1532
598	infomap_133_STOMACH	133	STOMACH	1251	BELLY	124	1401	1573
599	infomap_106_VULTURE	106	VULTURE	1905	EAGLE	77	844	961
600	infomap_68_BLADDER	68	BLADDER	2640	LARVA	10	205	206
601	infomap_87_MACHINE	87	MACHINE	122	CART	48	403	580
602	infomap_1_GIVE	1	GIVE	1097	ABANDON	1	7	8
603	infomap_144_PHYSICIAN	144	PHYSICIAN	392	MAGIC	50	437	790
604	infomap_1_GIVE	1	GIVE	1128	ORDER	60	523	752
605	infomap_1_GIVE	1	GIVE	230	SWEEP	81	842	1102
606	infomap_63_BEESWAX	63	BEESWAX	1931	BEESWAX	52	425	472
607	infomap_112_EYEBROW	112	EYEBROW	2354	CRICKET	3	123	150
608	infomap_1_GIVE	1	GIVE	3236	TWIST (TOGETHER)	1	60	62
609	infomap_54_CALL	54	CALL	1611	INVITE	36	185	219
610	infomap_62_FIFTY	62	FIFTY	1721	SEVENTY	24	305	312
611	infomap_1_GIVE	1	GIVE	391	BLESS	40	321	431
612	infomap_54_CALL	54	CALL	2510	PORCUPINE	3	160	188
613	infomap_73_OIL (ORGANIC SUBSTANCE)	73	OIL (ORGANIC SUBSTANCE)	1154	OLIVE	25	230	245
614	infomap_85_HOT	85	HOT	1232	WARM	77	667	764
615	infomap_84_SWEET POTATO	84	SWEET POTATO	410	YAM	76	842	1139
616	infomap_1_GIVE	1	GIVE	2078	TEN THOUSAND	4	114	117
617	infomap_83_TIN OR TINPLATE	83	TIN OR TINPLATE	3234	OPEN (EYES)	1	44	45
618	infomap_185_TAKE A PHOTO	185	TAKE A PHOTO	3304	PICTURE (PHOTOGRAPH)	1	18	20
619	infomap_29_BAT	29	BAT	3012	BANDICOOT	8	129	135
620	infomap_1_GIVE	1	GIVE	2309	LIVE	18	64	77
621	infomap_66_HATE	66	HATE	1607	HATE	59	602	752
622	infomap_1_GIVE	1	GIVE	3075	SLANTED	1	49	51
623	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	2421	YOUNGER SISTER (OF WOMAN)	4	47	58
624	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1620	SON	79	884	998
625	infomap_1_GIVE	1	GIVE	1210	HEAVY	133	1740	1889
626	infomap_63_BEESWAX	63	BEESWAX	942	HONEY	73	1078	1192
627	infomap_140_GLASS	140	GLASS	604	GLASS	56	431	474
628	infomap_1_GIVE	1	GIVE	3050	SEEDLING	4	84	85
629	infomap_12_TIME	12	TIME	691	SEASON	38	280	346
630	infomap_1_GIVE	1	GIVE	1422	BE ALIVE	59	813	1000
631	infomap_115_IDOL	115	IDOL	1945	IDOL	41	328	382
632	infomap_166_POWER	166	POWER	2976	VIOLENCE	17	93	108
633	infomap_88_TABLE	88	TABLE	1476	CHAIR	73	751	890
634	infomap_128_MARKET	128	MARKET	752	STORE	48	314	404
635	infomap_80_OTHER	80	OTHER	2751	BY (PASSIVE MARKER)	1	18	22
636	infomap_72_MUTE	72	MUTE	996	DEAF	76	729	806
637	infomap_31_HOUSE	31	HOUSE	2115	CEASE OR FINISH	10	43	47
638	infomap_1_GIVE	1	GIVE	218	FINE (PENALTY)	32	252	288
639	infomap_1_GIVE	1	GIVE	158	PUT ON	74	646	796
640	infomap_5_TREE	5	TREE	339	DIGGING STICK	18	247	266
641	infomap_1_GIVE	1	GIVE	1445	TURN (SOMETHING)	71	582	988
642	infomap_1_GIVE	1	GIVE	1309	ASK (INQUIRE)	84	984	1120
643	infomap_37_HOLE	37	HOLE	2002	DITCH	49	430	596
644	infomap_3_THAT	3	THAT	262	HE OR SHE OR IT	106	905	1393
645	infomap_45_CAT	45	CAT	99	HUNCHBACK	1	16	16
646	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	2140	DAY OR SUN	1	8	8
647	infomap_40_CIRCLE	40	CIRCLE	277	SPINDLE	49	310	346
648	infomap_25_BLAME	25	BLAME	1818	ADJUDICATE	39	367	473
649	infomap_132_CORPSE	132	CORPSE	3020	BREAK (BREAKING)	1	89	94
650	infomap_133_STOMACH	133	STOMACH	1991	INTESTINES	74	909	1068
651	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	237	STEPFATHER	49	305	354
652	infomap_19_CHIEFTAIN	19	CHIEFTAIN	440	CHONTA PALM	14	55	58
653	infomap_1_GIVE	1	GIVE	1532	SHEAR	2	16	16
654	infomap_134_CIRCUMCISION	134	CIRCUMCISION	601	LIE (MISLEAD)	69	568	744
655	infomap_136_STORY	136	STORY	2060	STORY	24	235	264
656	infomap_95_STALLION	95	STALLION	1647	FOAL	47	290	368
657	infomap_44_FOOD	44	FOOD	1368	BREAD	71	541	646
658	infomap_1_GIVE	1	GIVE	1043	BRAID	61	403	508
659	infomap_22_WOUND	22	WOUND	1903	SWELLING	65	342	476
660	infomap_65_FISH	65	FISH	1259	WEDDING	22	87	96
661	infomap_19_CHIEFTAIN	19	CHIEFTAIN	1944	GOD	61	628	868
662	infomap_18_END (OF SPACE)	18	END (OF SPACE)	682	SIDE	72	604	788
663	infomap_11_CLOTH	11	CLOTH	105	MATTRESS	20	45	51
664	infomap_7_SPEAK	7	SPEAK	1811	SOUND OR NOISE	69	473	738
665	infomap_1_GIVE	1	GIVE	43	LEAD (GUIDE)	65	539	709
666	infomap_26_PERSON	26	PERSON	1032	CITIZEN	38	248	322
667	infomap_9_GOOD	9	GOOD	720	GOOD LUCK	43	286	416
668	infomap_1_GIVE	1	GIVE	1846	RULE	52	372	499
669	infomap_1_GIVE	1	GIVE	3054	BEAR FRUIT	2	109	124
670	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	3220	MATERNAL UNCLE	2	18	21
671	infomap_1_GIVE	1	GIVE	466	CASSOWARY	51	531	597
672	infomap_77_STINKING	77	STINKING	2938	FLAVOR	2	29	29
673	infomap_16_RIVER	16	RIVER	666	RIVER	114	1493	2036
674	infomap_1_GIVE	1	GIVE	838	REMAINS	58	313	401
675	infomap_105_AMOUNT	105	AMOUNT	2945	COUNT (QUANTITY)	18	100	125
676	infomap_55_BOW	55	BOW	3324	IRON OR METAL	1	55	55
677	infomap_75_PATH	75	PATH	1747	CUSTOM	47	315	428
678	infomap_1_GIVE	1	GIVE	296	CROUCH	52	316	377
679	infomap_1_GIVE	1	GIVE	2133	STRIKE OR BEAT	70	452	740
680	infomap_20_DARK	20	DARK	1233	NIGHT	194	2472	2831
681	infomap_6_TALL	6	TALL	1593	DEEP	66	572	641
682	infomap_134_CIRCUMCISION	134	CIRCUMCISION	1792	PERJURY	28	215	249
683	infomap_1_GIVE	1	GIVE	3294	BRAID (VERB) OR WEAVE (BASKET)	57	327	415
684	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	2955	STATE (POLITICS)	19	99	111
685	infomap_15_LOW	15	LOW	721	LOW	65	599	690
686	infomap_29_BAT	29	BAT	1490	RAT	67	1142	1327
687	infomap_22_WOUND	22	WOUND	1783	PAIN	72	519	674
688	infomap_42_HOW	42	HOW	531	HOW MUCH	74	582	672
689	infomap_24_MOUTH	24	MOUTH	1221	NOSE	170	2513	2847
690	infomap_84_SWEET POTATO	84	SWEET POTATO	1930	RAVINE	1	8	8
691	infomap_2_SEED	2	SEED	468	G-STRING	1	206	208
692	infomap_30_KNIFE	30	KNIFE	1979	CHISEL	35	314	370
693	infomap_5_TREE	5	TREE	1133	MATCH	56	494	599
694	infomap_26_PERSON	26	PERSON	1553	MALE	68	797	986
695	infomap_20_DARK	20	DARK	33	NETTLE	43	267	283
696	infomap_11_CLOTH	11	CLOTH	330	HEADBAND	49	281	439
697	infomap_1_GIVE	1	GIVE	65	AMBUSH	36	265	319
698	infomap_72_MUTE	72	MUTE	458	DEAF PERSON	14	205	208
699	infomap_11_CLOTH	11	CLOTH	328	GRASS-SKIRT	28	272	288
700	infomap_86_PEPPER	86	PEPPER	1385	PEPPER	42	420	457
701	infomap_2_SEED	2	SEED	1838	NAVEL	94	1478	1579
702	infomap_116_MILL	116	MILL	1731	MORTAR BINDER	12	24	29
703	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1758	OLDER SISTER	83	807	894
704	infomap_92_SERVANT	92	SERVANT	2095	FAT (FOR NOURISHMENT)	1	28	32
705	infomap_1_GIVE	1	GIVE	718	PAY	61	515	648
706	infomap_1_GIVE	1	GIVE	733	EARN	46	285	342
707	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1262	BROTHER	95	731	932
708	infomap_106_VULTURE	106	VULTURE	758	HERON	55	278	317
709	infomap_18_END (OF SPACE)	18	END (OF SPACE)	1010	BOUNDARY	45	426	588
710	infomap_114_EAST	114	EAST	244	LEFT	97	1511	1656
711	infomap_1_GIVE	1	GIVE	1785	HAVE SEX	61	332	460
712	infomap_1_GIVE	1	GIVE	3180	SHOOT (WITH SLINGSHOT)	4	77	80
713	infomap_1_GIVE	1	GIVE	1367	CROSS	61	418	460
714	infomap_13_RED	13	RED	2842	TURMERIC	6	109	132
715	infomap_29_BAT	29	BAT	2683	EAGLE OR HAWK	2	157	161
716	infomap_1_GIVE	1	GIVE	1520	CRUSH	1	108	140
717	infomap_115_IDOL	115	IDOL	3303	PICTURE (PAINTING)	20	105	122
718	infomap_12_TIME	12	TIME	892	TIME	60	632	798
719	infomap_93_CLEVER	93	CLEVER	1120	HONEST	1	27	30
720	infomap_55_BOW	55	BOW	977	ARROW	110	1573	1928
721	infomap_1_GIVE	1	GIVE	2149	CHOP (INTO PIECES)	23	145	163
722	infomap_1_GIVE	1	GIVE	3074	FIX	1	68	70
723	infomap_172_ARMY	172	ARMY	1561	ARMY	44	359	484
724	infomap_1_GIVE	1	GIVE	44	INJURE	27	63	80
725	infomap_1_GIVE	1	GIVE	1264	CHANGE	66	649	1014
726	infomap_128_MARKET	128	MARKET	633	MARKET	46	535	582
727	infomap_1_GIVE	1	GIVE	68	TATTOO	35	177	209
728	infomap_12_TIME	12	TIME	1276	AUTUMN	54	631	741
729	infomap_171_ANT	171	ANT	587	ANT	88	1152	1487
730	infomap_24_MOUTH	24	MOUTH	495	REVENGE	1	13	14
731	infomap_8_MIND	8	MIND	2960	LONGING (WISH)	17	99	127
732	infomap_93_CLEVER	93	CLEVER	2758	CAREFUL	2	31	37
733	infomap_107_EAR	107	EAR	2551	ORGANIC FAT OR OIL	2	65	65
734	infomap_1_GIVE	1	GIVE	544	SPICY	5	160	169
735	infomap_28_LEG	28	LEG	871	RATTLESNAKE	10	40	42
736	infomap_19_CHIEFTAIN	19	CHIEFTAIN	382	GOVERN	8	52	56
737	infomap_55_BOW	55	BOW	945	SPEAR	97	1504	1880
738	infomap_20_DARK	20	DARK	2854	NOVEMBER	22	181	191
739	infomap_18_END (OF SPACE)	18	END (OF SPACE)	743	END (OF TIME)	68	432	538
740	infomap_45_CAT	45	CAT	2774	LITTLE FINGER	2	40	43
741	infomap_1_GIVE	1	GIVE	3174	WAKE UP (SOMEONE)	23	188	206
742	infomap_1_GIVE	1	GIVE	2151	COARSE	1	37	37
743	infomap_15_LOW	15	LOW	2306	THIN (OF LEAF AND CLOTH)	4	64	65
744	infomap_12_TIME	12	TIME	1343	SUN	193	2619	3101
745	infomap_1_GIVE	1	GIVE	412	CARRY IN HAND	50	348	423
746	infomap_1_GIVE	1	GIVE	1951	PASS	20	115	131
747	infomap_1_GIVE	1	GIVE	2909	PREPARE	20	239	297
748	infomap_78_JAW	78	JAW	678	BEARD	91	1163	1235
749	infomap_1_GIVE	1	GIVE	1568	ARRANGE	4	225	273
750	infomap_1_GIVE	1	GIVE	680	BREAK (DESTROY OR GET DESTROYED)	87	934	1295
751	infomap_26_PERSON	26	PERSON	3060	PHEASANT	4	87	89
752	infomap_99_WOMAN	99	WOMAN	426	MARRIED WOMAN	51	268	307
753	infomap_16_RIVER	16	RIVER	731	BEVERAGE	53	290	346
754	infomap_1_GIVE	1	GIVE	2301	ME	1	199	230
755	infomap_1_GIVE	1	GIVE	2031	PUT OUT TO PASTURE	1	9	9
756	infomap_153_OVEN	153	OVEN	334	COOKHOUSE	44	303	354
757	infomap_1_GIVE	1	GIVE	707	REMEMBER	71	764	899
758	infomap_96_NETBAG	96	NETBAG	625	LAMP	7	260	307
759	infomap_1_GIVE	1	GIVE	1528	FORGIVE	57	371	465
760	infomap_8_MIND	8	MIND	1562	MIND	61	451	651
761	infomap_106_VULTURE	106	VULTURE	913	CROW	54	871	1022
762	infomap_1_GIVE	1	GIVE	2896	CAUSE TO (LET)	18	104	117
763	infomap_77_STINKING	77	STINKING	1587	SMELL (STINK)	64	394	479
764	infomap_1_GIVE	1	GIVE	574	TRANSIT	3	78	81
765	infomap_7_SPEAK	7	SPEAK	1712	OATH	28	274	321
766	infomap_166_POWER	166	POWER	202	STRENGTH	25	301	329
767	infomap_13_RED	13	RED	946	BLOOD	195	2566	2880
768	infomap_12_TIME	12	TIME	1260	DAY (24 HOURS)	37	391	438
769	infomap_1_GIVE	1	GIVE	1696	SURRENDER	36	294	359
770	infomap_1_GIVE	1	GIVE	421	RETREAT	48	356	426
771	infomap_79_BIRD	79	BIRD	3327	AUTUMN OR HARVEST SEASON	4	35	41
772	infomap_8_MIND	8	MIND	1388	SHADE	79	968	1151
773	infomap_9_GOOD	9	GOOD	790	READY	55	321	389
774	infomap_113_TUESDAY	113	TUESDAY	1692	FRIDAY	52	382	419
775	infomap_16_RIVER	16	RIVER	345	SAP	63	603	703
776	infomap_71_BAD	71	BAD	2947	DAMAGE (INJURY)	18	111	139
777	infomap_3_THAT	3	THAT	1215	THOU	170	1750	2081
778	infomap_1_GIVE	1	GIVE	30	DISPEL	7	214	254
779	infomap_74_I	74	I	1212	WE	147	1506	1808
780	infomap_1_GIVE	1	GIVE	3224	WRING	1	51	52
781	infomap_33_FROST	33	FROST	784	SNOW	69	631	672
782	infomap_1_GIVE	1	GIVE	1962	ROAST (SOMETHING)	8	473	674
783	infomap_1_GIVE	1	GIVE	792	BOIL (OF LIQUID)	79	625	757
784	infomap_1_GIVE	1	GIVE	2116	REST OR SLEEP	1	10	10
785	infomap_1_GIVE	1	GIVE	2223	BE ANGRY	20	121	144
786	infomap_28_LEG	28	LEG	1394	BONE	194	2566	2945
787	infomap_3_THAT	3	THAT	1993	SELF	5	266	364
788	infomap_35_IMMEDIATELY	35	IMMEDIATELY	84	JUST	2	90	102
789	infomap_21_WORM	21	WORM	1013	FRESHWATER EEL	65	479	517
790	infomap_1_GIVE	1	GIVE	228	CARVE	48	308	389
791	infomap_1_GIVE	1	GIVE	1076	EMERGE (APPEAR)	21	116	136
792	infomap_1_GIVE	1	GIVE	3309	STRIKE (SOMETHING)	20	164	184
793	infomap_51_FOG	51	FOG	778	SMOKE (EXHAUST)	165	2368	2726
794	infomap_51_FOG	51	FOG	646	ASH	194	2473	2969
795	infomap_2_SEED	2	SEED	1299	COFFEE	23	39	43
796	infomap_116_MILL	116	MILL	1677	WORKSHOP	17	27	32
797	infomap_1_GIVE	1	GIVE	992	CLIFF	3	71	73
798	infomap_13_RED	13	RED	1425	GREEN	139	1716	2034
799	infomap_155_BOTHER (HARASS)	155	BOTHER (HARASS)	2892	MAKE ANGRY (ANNOY)	18	110	129
800	infomap_1_GIVE	1	GIVE	1501	BORE	56	341	441
801	infomap_102_THROUGH	102	THROUGH	1190	HARE	33	222	275
802	infomap_39_BARK	39	BARK	1204	BARK	140	1555	1801
803	infomap_11_CLOTH	11	CLOTH	1622	SHIRT	68	481	536
804	infomap_51_FOG	51	FOG	1193	STEAM	24	78	93
805	infomap_1_GIVE	1	GIVE	1513	THINK (BELIEVE)	51	308	456
806	infomap_1_GIVE	1	GIVE	1494	DIE	122	1686	2103
807	infomap_56_SALTY	56	SALTY	1126	CITRUS FRUIT	40	253	322
808	infomap_74_I	74	I	181	ANTEATER	28	84	97
809	infomap_63_BEESWAX	63	BEESWAX	665	BEE	74	957	1124
810	infomap_150_FEBRUARY	150	FEBRUARY	2037	FEBRUARY	22	189	202
811	infomap_1_GIVE	1	GIVE	2341	CLOUDY	1	57	57
812	infomap_112_EYEBROW	112	EYEBROW	810	LOCUST	5	236	258
813	infomap_38_HARD	38	HARD	2361	MUGWORT	1	18	18
814	infomap_1_GIVE	1	GIVE	2500	GINGER	5	134	135
815	infomap_75_PATH	75	PATH	488	MANNER	38	269	412
